CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore
856,45,Female,Trainer7,89181,7,3,1,High,Bronze,85.11
857,48,Male,Trainer4,31200,4,6,8,Medium,Silver,91.76
858,25,Male,Trainer4,53190,8,2,10,Low,Bronze,99.46
859,56,Female,Trainer4,110668,3,10,5,Low,Gold,100
860,43,Male,Trainer3,110088,4,9,14,High,Bronze,100
861,51,Female,Trainer4,32647,1,8,10,High,Gold,57.12
862,20,Female,Trainer7,34666,1,9,7,Medium,Silver,63.36
863,67,Female,Trainer6,82532,3,7,13,High,Silver,99.39
864,29,Male,Trainer4,107123,9,3,15,Medium,Bronze,78.01
865,18,Male,Trainer5,75412,6,3,2,Medium,Silver,83.83
866,61,Female,Trainer6,105292,2,1,8,Medium,Bronze,55.11
867,22,Female,Trainer7,68914,2,5,11,Medium,Silver,59.67
868,47,Male,Trainer3,97422,7,7,12,High,Gold,100
869,47,Male,Trainer7,35486,5,1,1,Medium,Bronze,63.44
870,34,Male,Trainer3,74452,10,4,16,High,Gold,100
871,65,Female,Trainer6,60782,3,2,6,High,Gold,63.4
872,64,Female,Trainer3,106054,4,4,16,Medium,Silver,100
873,40,Female,Trainer6,30432,1,9,9,Medium,Gold,75.83
874,32,Male,Trainer7,85004,3,6,11,Low,Bronze,62
875,54,Female,Trainer7,91298,4,7,12,High,Silver,99.51
876,38,Female,Trainer3,109948,9,8,9,High,Silver,100
877,31,Female,Trainer5,43954,10,2,7,Low,Bronze,91.03
878,19,Male,Trainer7,81605,5,1,11,Medium,Silver,58.64
879,28,Female,Trainer3,108192,8,5,2,Medium,Gold,100
880,68,Female,Trainer4,118308,5,1,20,Low,Bronze,91.35
881,56,Male,Trainer6,111443,5,1,2,Low,Gold,54.5
882,55,Female,Trainer4,89785,8,5,18,High,Silver,100
883,51,Male,Trainer4,76199,3,10,1,Low,Gold,100
884,55,Male,Trainer4,106690,5,7,7,Low,Silver,100
885,67,Female,Trainer3,52343,5,3,20,Low,Bronze,79.65
886,51,Male,Trainer7,45251,1,6,18,Medium,Bronze,72.76
887,35,Female,Trainer4,70925,3,9,7,Low,Bronze,77.91
888,47,Male,Trainer3,38570,4,5,6,Medium,Gold,78.88
889,32,Female,Trainer7,90446,10,8,17,Medium,Gold,100
890,44,Male,Trainer6,43778,6,6,15,Medium,Silver,97.72
891,68,Male,Trainer7,113062,6,3,18,Low,Bronze,100
892,51,Male,Trainer7,117117,5,6,15,Medium,Bronze,100
893,69,Female,Trainer4,58994,2,9,5,High,Silver,100
894,55,Female,Trainer3,105937,4,4,7,High,Bronze,100
895,50,Female,Trainer5,108811,5,1,5,High,Gold,67.64
896,41,Male,Trainer6,37634,7,9,14,Medium,Bronze,100
897,32,Male,Trainer3,64598,6,8,12,High,Gold,97.54
898,47,Female,Trainer4,108041,2,5,7,Low,Gold,90.22
899,59,Female,Trainer3,86715,8,8,18,Medium,Silver,100
900,68,Male,Trainer5,32969,10,9,16,Low,Bronze,100
901,34,Male,Trainer6,90226,10,3,4,High,Silver,94.8
902,22,Male,Trainer7,81289,8,1,5,Medium,Bronze,83.26
903,46,Female,Trainer6,71089,4,10,3,High,Silver,100
904,21,Male,Trainer5,84074,1,6,3,Low,Gold,68.33
905,27,Female,Trainer6,88748,3,2,19,Medium,Silver,66.77
906,34,Male,Trainer6,32098,9,8,18,High,Gold,100
907,27,Female,Trainer4,54955,6,1,17,High,Gold,70.36
908,34,Male,Trainer7,38458,1,5,12,Low,Gold,63.85
909,37,Male,Trainer5,72783,3,4,1,High,Bronze,71.73
910,41,Female,Trainer4,78635,8,9,10,High,Bronze,100
911,22,Male,Trainer6,43759,2,6,17,Low,Silver,61.83
912,51,Male,Trainer6,105214,9,2,11,High,Gold,100
913,23,Male,Trainer3,71013,9,2,15,Low,Gold,77.44
914,19,Female,Trainer4,96853,4,5,3,Low,Bronze,90.14
915,30,Male,Trainer5,98231,4,2,19,Low,Gold,92.74
916,60,Female,Trainer5,107328,5,9,18,High,Silver,100
917,60,Male,Trainer5,111766,8,4,9,Medium,Bronze,100
918,65,Male,Trainer5,72322,4,8,7,High,Bronze,94.68
919,28,Female,Trainer6,32428,9,3,9,High,Silver,66.72
920,68,Female,Trainer6,103090,3,5,7,Low,Gold,76.47
921,64,Female,Trainer4,80600,9,8,5,Medium,Bronze,100
922,40,Female,Trainer7,93344,1,3,6,High,Silver,46.5
923,33,Female,Trainer5,95224,8,8,12,High,Bronze,100
924,48,Female,Trainer6,58468,7,8,3,High,Gold,100
925,28,Male,Trainer4,47005,10,6,9,Medium,Silver,100
926,33,Male,Trainer5,62096,8,10,13,High,Silver,100
927,25,Male,Trainer7,39439,2,6,18,Medium,Gold,69.91
928,21,Male,Trainer5,110325,10,2,2,Medium,Gold,90.6
929,57,Female,Trainer3,111904,7,5,11,High,Gold,97.48
930,21,Male,Trainer5,81952,4,7,13,High,Silver,64.35
931,42,Male,Trainer3,44653,1,5,5,Medium,Gold,38.91
932,20,Male,Trainer7,116970,3,2,17,Low,Gold,74.16
933,49,Female,Trainer3,70701,5,9,11,High,Silver,100
934,20,Female,Trainer7,103424,4,9,5,Medium,Gold,84.73
935,44,Male,Trainer4,47277,8,2,6,High,Silver,79.72
936,46,Female,Trainer3,62082,2,3,11,Low,Gold,59.7
937,49,Male,Trainer5,118414,8,10,9,High,Bronze,100
938,67,Female,Trainer5,54402,10,1,3,Low,Gold,71.63
939,68,Male,Trainer4,53190,10,7,15,High,Silver,100
940,36,Female,Trainer6,94430,5,5,11,Low,Gold,78.89
941,38,Male,Trainer7,117714,2,8,10,Low,Bronze,91.85
942,22,Male,Trainer6,97136,10,1,11,Medium,Silver,100
943,35,Female,Trainer6,60064,8,9,15,Medium,Silver,100
944,45,Female,Trainer4,68960,1,3,3,Medium,Bronze,62.59
945,59,Female,Trainer4,68563,5,1,8,Low,Gold,66.41
946,39,Female,Trainer3,55216,1,6,14,Low,Gold,68.52
947,38,Male,Trainer3,117891,1,9,6,Medium,Bronze,85.8
948,23,Male,Trainer3,102213,2,1,16,High,Silver,66.47
949,18,Male,Trainer3,108754,8,7,14,Medium,Bronze,100
950,22,Male,Trainer3,57650,10,3,18,Low,Gold,100
951,58,Male,Trainer5,51899,4,4,9,High,Silver,72.83
952,29,Male,Trainer4,106522,5,4,7,Low,Gold,78.75
953,43,Male,Trainer7,44756,1,1,9,High,Bronze,42.46
954,63,Male,Trainer7,78953,9,7,4,High,Bronze,100
955,51,Female,Trainer7,77948,5,6,1,High,Bronze,96.01
956,66,Male,Trainer7,68657,10,2,14,Low,Bronze,100
957,31,Female,Trainer7,89072,2,3,7,Low,Bronze,39.97
958,43,Female,Trainer5,116259,10,2,11,Low,Bronze,100
959,62,Female,Trainer4,94613,7,7,6,High,Gold,100
960,44,Female,Trainer3,116489,10,4,4,Medium,Silver,100
961,26,Male,Trainer3,118243,6,7,14,High,Silver,88.21
962,43,Female,Trainer3,64995,4,5,11,Medium,Silver,54.6
963,64,Male,Trainer4,78910,8,5,6,Low,Bronze,100
964,39,Male,Trainer4,89461,10,10,20,Medium,Gold,100
965,64,Female,Trainer5,96087,10,1,13,Low,Bronze,100
966,47,Male,Trainer5,45368,9,2,16,Low,Gold,95.27
967,60,Male,Trainer3,115617,7,1,10,Medium,Gold,83.5
968,65,Female,Trainer4,72437,6,4,8,High,Silver,71.67
969,34,Female,Trainer3,67008,7,1,11,Low,Silver,62.89
970,43,Male,Trainer5,80838,5,2,19,Low,Gold,65.95
971,53,Male,Trainer3,58751,3,7,10,Medium,Bronze,93.27
972,18,Male,Trainer5,88930,7,5,9,High,Silver,90.54
973,25,Male,Trainer6,32645,4,3,6,Medium,Gold,53.76
974,66,Female,Trainer7,56255,8,9,17,Medium,Gold,100
975,52,Female,Trainer6,99804,5,10,20,High,Bronze,100
976,69,Female,Trainer3,91628,5,2,7,Low,Gold,81.86
977,32,Female,Trainer3,65595,5,1,20,Low,Gold,62.53
978,64,Male,Trainer4,70136,6,5,4,High,Silver,94.46
979,39,Female,Trainer7,99507,4,4,19,Medium,Silver,100
980,31,Male,Trainer5,67477,2,5,9,Low,Bronze,66.73
981,43,Male,Trainer3,115881,6,10,13,Low,Silver,100
982,45,Female,Trainer5,41465,1,9,1,Medium,Gold,66.97
983,40,Male,Trainer5,36306,4,10,8,Low,Silver,94.41
984,31,Male,Trainer5,49730,6,2,17,Medium,Silver,73.86
985,41,Male,Trainer6,32330,1,9,9,High,Silver,82.33
986,19,Female,Trainer5,79704,6,8,9,High,Bronze,100
987,62,Male,Trainer4,68939,6,3,20,High,Bronze,100
988,43,Male,Trainer6,63342,3,5,8,High,Silver,80.31
989,31,Male,Trainer6,52338,1,9,12,Low,Gold,77.57
990,68,Male,Trainer3,93976,3,5,10,Medium,Bronze,91.11
991,24,Female,Trainer7,113372,1,1,9,High,Gold,74.24
992,20,Female,Trainer7,108540,8,8,4,High,Gold,100
993,64,Male,Trainer3,38639,7,9,12,Low,Bronze,100
994,40,Male,Trainer7,66174,3,2,6,Low,Silver,52
995,63,Male,Trainer5,112376,8,10,14,High,Gold,100
996,60,Female,Trainer4,33366,4,7,13,Medium,Gold,95.13
997,64,Female,Trainer5,41385,10,10,11,High,Silver,100
998,62,Male,Trainer7,58476,2,3,9,High,Silver,72.84
999,35,Male,Trainer7,81665,6,2,11,Low,Bronze,83.43
1000,55,Female,Trainer4,39922,9,10,19,Medium,Silver,100
1001,52,Male,Trainer6,105611,7,2,7,Medium,Gold,70.51
1002,68,Female,Trainer6,72792,5,2,3,Medium,Silver,71.75
1003,32,Male,Trainer4,53086,3,10,10,Medium,Gold,100
1004,42,Male,Trainer6,59334,5,1,16,Low,Bronze,58.39
1005,54,Male,Trainer7,110249,7,10,10,Low,Bronze,100
1006,45,Male,Trainer6,113020,3,7,19,High,Bronze,67.8
1007,27,Female,Trainer7,49214,2,2,11,Medium,Silver,55.77
1008,56,Female,Trainer3,117963,6,9,18,High,Gold,100
1009,34,Female,Trainer5,64316,8,8,2,High,Gold,97.1
1010,56,Male,Trainer6,52657,7,7,20,Medium,Silver,88.44
1011,39,Male,Trainer3,74092,4,5,1,Medium,Silver,71.53
1012,43,Female,Trainer6,119920,4,6,15,High,Bronze,100
1013,61,Female,Trainer3,36568,4,6,13,Medium,Bronze,91.49
1014,42,Male,Trainer4,110469,5,8,5,Medium,Bronze,100
1015,34,Female,Trainer3,92979,7,3,13,High,Gold,80.95
1016,30,Male,Trainer7,67812,10,4,14,High,Silver,100
1017,37,Female,Trainer4,73629,9,1,7,Medium,Bronze,87.73
1018,42,Male,Trainer4,75712,8,8,4,Low,Bronze,100
1019,21,Male,Trainer7,102845,1,9,19,Medium,Silver,96.53
1020,27,Female,Trainer6,63511,8,10,1,High,Bronze,100
1021,20,Female,Trainer4,119574,1,9,18,Medium,Silver,90.48
1022,58,Male,Trainer6,117080,5,7,4,High,Silver,99.08
1023,62,Male,Trainer5,30829,9,3,13,Medium,Gold,96.75
1024,35,Female,Trainer3,75875,4,2,14,High,Bronze,50.63
1025,64,Male,Trainer3,87383,6,8,10,High,Gold,100
1026,53,Female,Trainer7,62802,1,2,19,High,Bronze,47.33
1027,64,Male,Trainer7,62217,1,9,7,High,Gold,79.94
1028,39,Female,Trainer3,66538,6,1,20,Low,Silver,76.98
1029,51,Male,Trainer5,115984,7,8,14,Low,Silver,100
1030,64,Male,Trainer7,52192,7,8,9,Medium,Silver,100
1031,25,Male,Trainer5,41002,8,5,15,Medium,Gold,96.82
1032,57,Male,Trainer7,95785,1,9,14,Low,Gold,94.57
1033,66,Male,Trainer4,85887,4,1,6,Medium,Gold,77.45
1034,61,Male,Trainer6,37557,2,2,16,High,Bronze,46.44
1035,36,Male,Trainer3,30865,3,4,19,High,Bronze,46.59
1036,59,Female,Trainer6,38572,1,6,18,High,Silver,74.59
1037,58,Female,Trainer3,33880,10,1,19,High,Silver,87.89
1038,54,Male,Trainer7,33743,6,5,13,Medium,Bronze,78.02
1039,23,Female,Trainer6,117060,7,5,7,High,Silver,98.1
1040,69,Female,Trainer5,92300,4,3,14,High,Bronze,88.31
1041,43,Male,Trainer7,60538,9,6,17,Low,Bronze,100
1042,51,Female,Trainer4,51495,4,10,8,Medium,Gold,96.3
1043,62,Male,Trainer6,111882,10,2,1,High,Silver,100
1044,23,Female,Trainer6,52939,5,1,13,Medium,Bronze,68.88
1045,54,Female,Trainer4,110350,1,1,15,Medium,Silver,60.33
1046,50,Female,Trainer3,51105,5,8,18,Medium,Silver,100
1047,39,Male,Trainer7,71210,3,9,18,Low,Silver,91.31
1048,38,Female,Trainer4,61052,3,1,18,Medium,Gold,57.09
1049,23,Male,Trainer5,110234,7,10,14,High,Bronze,100
1050,23,Male,Trainer7,89205,3,5,10,Low,Bronze,74.75
1051,65,Female,Trainer4,32970,4,5,8,Medium,Gold,85.2
1052,21,Male,Trainer4,99300,4,2,12,Low,Bronze,45.99
1053,47,Male,Trainer6,31490,3,10,7,High,Silver,100
1054,28,Female,Trainer6,36605,8,4,16,Medium,Bronze,99.11
1055,47,Male,Trainer6,54633,10,9,6,High,Bronze,100
1056,48,Female,Trainer7,37478,1,5,3,Low,Silver,50.24
1057,41,Female,Trainer3,114268,9,9,17,Low,Silver,100
1058,26,Male,Trainer7,65995,5,3,15,Medium,Gold,62.81
1059,20,Female,Trainer6,83403,10,6,5,Low,Bronze,100
1060,68,Female,Trainer6,78024,4,10,14,Low,Bronze,90.86
1061,48,Male,Trainer7,118345,7,1,2,Medium,Bronze,72.36
1062,57,Male,Trainer4,98346,8,9,17,Medium,Silver,100
1063,54,Male,Trainer4,78445,8,2,4,Medium,Silver,92.11
1064,53,Male,Trainer6,119283,6,10,13,Low,Bronze,100
1065,41,Female,Trainer6,46276,8,1,12,Medium,Silver,77.37
1066,48,Female,Trainer3,73984,10,7,7,High,Bronze,100
1067,23,Female,Trainer4,52245,1,2,20,High,Gold,36.12
1068,19,Female,Trainer3,88273,4,6,4,Low,Gold,72.02
1069,37,Female,Trainer6,33403,8,10,17,Medium,Silver,100
1070,45,Male,Trainer6,31752,7,6,12,Low,Gold,92.41
1071,28,Female,Trainer3,74308,3,10,19,High,Silver,97.3
1072,21,Female,Trainer3,58707,3,4,2,High,Gold,64.47
1073,32,Female,Trainer6,49013,2,5,15,Low,Gold,78.27
1074,23,Female,Trainer5,38659,9,5,11,Medium,Bronze,97.02
1075,66,Male,Trainer6,83940,4,6,20,Medium,Gold,89.87
1076,47,Male,Trainer4,93635,3,7,3,Medium,Silver,97.8
1077,55,Male,Trainer6,84494,7,3,7,Low,Gold,77.14
1078,68,Female,Trainer7,113411,9,4,2,Low,Silver,100
1079,19,Female,Trainer6,41890,3,2,11,Low,Bronze,49.09
1080,32,Female,Trainer5,95662,4,2,7,Medium,Silver,69.98
1081,28,Male,Trainer4,83240,2,2,8,Medium,Silver,66.43
1082,25,Female,Trainer6,35725,9,1,6,Medium,Gold,64.91
1083,43,Male,Trainer3,100914,2,2,20,High,Bronze,63.82
1084,68,Female,Trainer4,49155,8,8,13,High,Silver,100
1085,62,Male,Trainer4,108343,7,3,17,High,Silver,100
1086,61,Male,Trainer5,38148,7,3,20,Medium,Gold,80.46
1087,22,Female,Trainer3,39007,8,7,20,Medium,Silver,95.91
1088,23,Female,Trainer7,108230,5,8,14,Low,Silver,100
1089,43,Male,Trainer6,70565,6,1,9,Medium,Bronze,51.79
1090,21,Male,Trainer7,46385,6,6,15,High,Silver,93.93
1091,36,Male,Trainer3,115577,8,4,13,Medium,Gold,100
1092,37,Male,Trainer4,41001,9,4,16,High,Silver,90.44
1093,50,Male,Trainer5,65933,4,10,1,Medium,Bronze,100
1094,37,Female,Trainer5,89442,10,2,11,Low,Bronze,85.06
1095,66,Male,Trainer4,33243,6,4,19,High,Gold,87.13
1096,29,Female,Trainer5,119239,10,1,2,Medium,Gold,85.22
1097,64,Female,Trainer7,89575,10,6,17,Low,Gold,100
1098,18,Female,Trainer4,105569,9,5,18,Medium,Silver,100
1099,43,Female,Trainer6,109005,4,4,4,High,Silver,81.11
1100,31,Female,Trainer6,42453,8,8,7,Medium,Bronze,100
1101,55,Male,Trainer3,53670,10,1,1,Medium,Silver,79.29
1102,54,Female,Trainer4,51325,5,2,9,Low,Silver,65.29
1103,28,Male,Trainer7,37862,6,1,3,Medium,Silver,43.61
1104,53,Female,Trainer4,43720,7,8,7,High,Gold,100
1105,30,Male,Trainer4,114012,9,1,7,Medium,Silver,97.4
1106,60,Female,Trainer7,74221,2,7,7,Medium,Gold,90.94
1107,20,Male,Trainer5,73142,4,6,4,Low,Gold,72.42
1108,50,Male,Trainer7,66688,9,10,15,Medium,Bronze,100
1109,23,Male,Trainer4,35274,2,10,6,Medium,Bronze,62.82
1110,67,Female,Trainer4,70165,7,5,6,Low,Gold,100
1111,27,Male,Trainer4,105798,1,2,19,Low,Gold,56.47
1112,22,Female,Trainer4,98767,1,1,14,High,Bronze,47.94
1113,40,Female,Trainer3,115180,5,2,12,High,Bronze,79.64
1114,27,Male,Trainer5,89387,7,3,14,High,Gold,71.23
1115,61,Female,Trainer4,80286,8,5,2,Medium,Gold,95.4
1116,19,Female,Trainer3,58029,2,2,5,Medium,Bronze,59.03
1117,30,Female,Trainer4,64566,3,7,9,High,Bronze,70.41
1118,57,Female,Trainer5,71432,6,4,5,Medium,Bronze,89.22
1119,19,Male,Trainer5,108465,4,2,3,Low,Bronze,57.34
1120,37,Female,Trainer7,87072,9,1,4,High,Gold,82.04
1121,18,Male,Trainer3,96640,5,5,6,Medium,Bronze,80.56
1122,54,Female,Trainer5,68044,7,4,19,Medium,Bronze,82.27
1123,26,Male,Trainer6,119325,9,10,5,Medium,Gold,100
1124,34,Male,Trainer4,46354,3,7,19,Low,Gold,99.91
1125,26,Female,Trainer5,56640,1,2,5,Low,Gold,47.53
1126,28,Female,Trainer3,95719,4,1,5,Low,Bronze,48.92
1127,32,Female,Trainer3,61214,5,9,6,Low,Gold,100
1128,41,Female,Trainer3,65413,2,2,2,High,Bronze,69.33
1129,55,Female,Trainer7,116962,9,7,10,High,Gold,100
1130,52,Male,Trainer4,74952,5,9,18,High,Silver,100
1131,47,Male,Trainer6,78595,5,8,2,Medium,Gold,100
1132,48,Male,Trainer3,92223,1,4,10,High,Gold,78.56
1133,66,Female,Trainer4,71112,1,8,17,Medium,Bronze,91.93
1134,22,Female,Trainer3,64062,10,2,11,Medium,Gold,94.49
1135,61,Female,Trainer3,97172,1,4,4,High,Gold,62.8
1136,67,Male,Trainer6,101758,7,6,8,High,Gold,100
1137,31,Female,Trainer4,89150,3,6,8,Medium,Silver,85.04
1138,28,Male,Trainer3,104935,5,10,3,High,Gold,100
1139,26,Male,Trainer7,69505,2,2,12,High,Silver,70.94
1140,51,Female,Trainer3,97108,2,2,13,High,Bronze,62.51
1141,29,Male,Trainer4,97714,1,6,13,High,Bronze,71.32
1142,52,Male,Trainer5,105056,8,6,4,Medium,Bronze,100
1143,52,Male,Trainer3,93381,8,9,20,Low,Silver,100
1144,18,Female,Trainer7,104421,5,5,6,Low,Bronze,92.37
1145,57,Male,Trainer7,105885,8,9,2,High,Bronze,100
1146,39,Female,Trainer3,98634,2,9,19,Medium,Bronze,85.57
1147,46,Female,Trainer4,32435,5,4,19,Low,Bronze,66.25
1148,25,Male,Trainer3,51730,9,10,17,High,Silver,100
1149,28,Female,Trainer7,64944,9,8,18,Medium,Silver,100
1150,58,Male,Trainer3,77875,2,10,8,Low,Gold,84.46
1151,54,Female,Trainer7,81638,7,9,6,High,Silver,100
1152,31,Female,Trainer5,68423,2,9,18,High,Gold,86.99
1153,47,Female,Trainer3,96669,9,3,2,High,Bronze,96.54
1154,52,Female,Trainer6,107333,1,1,5,Medium,Gold,52.4
1155,38,Female,Trainer3,41414,10,6,15,High,Gold,100
1156,54,Female,Trainer7,52740,9,6,17,Medium,Bronze,100
1157,22,Female,Trainer4,102525,4,10,2,Medium,Gold,100
1158,36,Male,Trainer7,114487,9,4,3,Low,Bronze,89.94
1159,31,Male,Trainer5,115071,7,9,20,Medium,Silver,100
1160,43,Male,Trainer4,50962,4,7,2,High,Gold,92.16
1161,21,Female,Trainer6,82311,7,3,19,High,Bronze,68.47
1162,42,Male,Trainer6,32618,10,2,18,Medium,Silver,89.85
1163,62,Female,Trainer5,74121,10,10,3,Low,Gold,100
1164,59,Female,Trainer5,54326,10,7,8,High,Gold,100
1165,42,Female,Trainer5,117548,6,2,20,Medium,Silver,79.38
1166,35,Female,Trainer5,54236,6,1,1,Medium,Gold,44.56
1167,57,Female,Trainer3,110089,7,4,3,Low,Silver,94.27
1168,25,Female,Trainer7,72239,4,2,14,Medium,Bronze,54.75
1169,56,Female,Trainer3,118729,4,10,2,Medium,Bronze,100
1170,57,Female,Trainer4,103921,4,10,15,Low,Silver,100
1171,31,Male,Trainer6,63147,9,3,4,Medium,Bronze,80.38
1172,49,Female,Trainer6,91674,8,6,6,Medium,Gold,100
1173,68,Male,Trainer4,52580,7,6,7,Low,Bronze,89.47
1174,55,Male,Trainer6,30678,5,9,20,Low,Gold,100
1175,50,Female,Trainer5,79771,5,7,5,Medium,Silver,90.02
1176,40,Male,Trainer5,44286,9,4,11,Low,Silver,100
1177,32,Female,Trainer5,105391,7,4,14,Low,Gold,99.24
1178,50,Male,Trainer4,99090,5,10,14,Medium,Silver,100
1179,42,Female,Trainer7,118241,5,4,1,Medium,Bronze,82.15
1180,34,Male,Trainer4,105630,1,7,16,Medium,Bronze,71.96
1181,50,Female,Trainer7,58559,8,5,2,Medium,Silver,88.36
1182,64,Male,Trainer6,74319,3,9,15,Low,Gold,100
1183,19,Female,Trainer6,107172,7,9,10,Low,Bronze,100
1184,31,Female,Trainer6,57052,1,6,7,Medium,Gold,63.84
1185,57,Male,Trainer7,46596,10,7,8,Low,Bronze,100
1186,57,Male,Trainer6,82687,2,10,20,High,Silver,100
1187,68,Male,Trainer4,114351,6,2,7,Low,Silver,93.97
1188,56,Male,Trainer7,112091,6,9,3,Low,Silver,100
1189,68,Female,Trainer5,101848,6,10,18,Medium,Gold,100
1190,23,Male,Trainer7,97168,7,8,20,Low,Silver,100
1191,23,Male,Trainer4,102414,2,5,4,Medium,Bronze,77.39
1192,20,Female,Trainer4,71300,9,8,20,Medium,Bronze,100
1193,24,Female,Trainer4,83397,2,4,5,High,Gold,71.14
1194,68,Female,Trainer6,91840,10,7,4,Medium,Bronze,100
1195,25,Male,Trainer5,105352,1,7,9,Low,Silver,82.12
1196,59,Male,Trainer5,52491,9,5,1,Medium,Gold,100
1197,69,Male,Trainer3,55265,9,2,4,Medium,Bronze,92.98
1198,32,Male,Trainer4,83406,7,9,7,High,Bronze,100
1199,64,Female,Trainer6,118972,6,8,2,High,Bronze,100
1200,46,Male,Trainer7,75001,1,4,2,High,Silver,40.38
1201,50,Male,Trainer6,32098,10,6,16,Low,Gold,100
1202,69,Female,Trainer4,97319,10,3,19,Medium,Gold,100
1203,47,Female,Trainer6,50256,10,4,11,Low,Silver,100
1204,56,Female,Trainer4,114840,1,3,16,Medium,Gold,84.67
1205,44,Male,Trainer7,62787,1,9,2,Medium,Silver,77.64
1206,53,Male,Trainer7,44511,7,10,8,Medium,Silver,100
1207,46,Female,Trainer5,73899,7,8,14,Medium,Bronze,100
1208,55,Male,Trainer3,62839,3,4,4,High,Silver,65.57
1209,50,Male,Trainer6,78071,9,1,2,High,Bronze,78.04
1210,54,Female,Trainer3,98325,8,7,2,High,Silver,100
1211,44,Female,Trainer6,40203,6,4,5,High,Silver,68.59
1212,50,Female,Trainer5,66472,5,4,7,Medium,Gold,76.72
1213,21,Male,Trainer5,80151,2,3,13,Medium,Bronze,59.21
1214,39,Male,Trainer7,48061,7,7,2,High,Bronze,76.38
1215,19,Male,Trainer7,85474,8,2,6,Medium,Gold,74.81
1216,27,Female,Trainer7,117757,1,3,9,High,Bronze,64.6
1217,22,Male,Trainer6,94638,5,7,19,High,Silver,100
1218,27,Male,Trainer3,99200,5,1,17,Low,Gold,83.37
1219,50,Female,Trainer3,78532,6,3,8,High,Gold,83.08
1220,55,Male,Trainer7,69420,6,10,10,Medium,Silver,100
1221,30,Male,Trainer5,46102,8,10,15,Medium,Silver,100
1222,48,Female,Trainer3,97419,6,2,2,Low,Gold,86.54
1223,64,Female,Trainer5,35925,6,4,17,Medium,Silver,79.56
1224,53,Female,Trainer7,99155,5,6,14,Low,Silver,95.86
1225,62,Female,Trainer6,90131,8,4,7,Medium,Silver,100
1226,41,Female,Trainer4,116024,7,3,6,Medium,Bronze,73.01
1227,69,Male,Trainer3,98331,8,2,4,Low,Bronze,90.64
1228,32,Female,Trainer7,106514,2,4,15,Medium,Gold,71.68
1229,46,Female,Trainer7,76394,7,2,16,Low,Silver,79.76
1230,25,Female,Trainer3,47644,7,6,19,Low,Silver,87.74
1231,22,Male,Trainer4,94849,5,10,15,High,Silver,100
1232,46,Male,Trainer6,117861,6,5,7,High,Bronze,100
1233,64,Female,Trainer3,87488,9,4,18,Medium,Gold,100
1234,21,Male,Trainer6,94081,3,3,16,Low,Silver,75.25
1235,29,Male,Trainer7,95027,10,3,20,High,Silver,89.39
1236,62,Male,Trainer3,52520,7,2,3,Low,Silver,96.11
1237,19,Female,Trainer6,43295,8,7,2,Low,Silver,100
1238,44,Male,Trainer5,72508,3,9,9,Medium,Gold,92.1
1239,48,Male,Trainer5,113914,5,1,10,Medium,Bronze,69.14
1240,68,Female,Trainer5,71586,9,9,16,High,Silver,100
1241,68,Female,Trainer6,59994,3,8,5,Medium,Gold,92.76
1242,53,Male,Trainer5,32311,3,10,17,Medium,Bronze,79.23
1243,53,Female,Trainer7,38595,3,1,18,High,Gold,47.73
1244,43,Female,Trainer6,107946,10,1,10,High,Bronze,96.59
1245,60,Female,Trainer7,43521,5,6,14,Low,Silver,100
1246,44,Female,Trainer4,34294,3,7,2,Medium,Silver,89.59
1247,22,Male,Trainer6,107241,10,9,9,High,Gold,100
1248,37,Female,Trainer5,74927,10,10,7,High,Silver,100
1249,28,Female,Trainer5,63908,6,6,7,Low,Silver,85.97
1250,27,Male,Trainer4,49190,5,5,12,Medium,Gold,85.94
1251,57,Female,Trainer3,88781,7,2,19,High,Bronze,100
1252,55,Male,Trainer4,66332,4,7,9,High,Bronze,94.58
1253,23,Female,Trainer5,119427,3,1,1,Medium,Silver,62.8
1254,25,Male,Trainer5,63380,8,4,2,Low,Silver,83.59
1255,40,Female,Trainer3,70457,1,5,19,Medium,Gold,80.13
1256,64,Female,Trainer4,100033,2,6,12,Low,Gold,90.89
1257,43,Male,Trainer7,111375,9,1,7,Medium,Bronze,92.58
1258,63,Male,Trainer4,46545,6,9,8,Low,Silver,100
1259,60,Male,Trainer7,111963,7,9,9,Low,Gold,100
1260,29,Male,Trainer5,117518,2,4,6,Medium,Gold,76.46
1261,43,Male,Trainer5,118939,10,1,12,High,Silver,100
1262,30,Female,Trainer4,53747,2,8,6,Medium,Gold,71.58
1263,57,Male,Trainer5,113859,6,8,16,High,Silver,100
1264,35,Female,Trainer3,35447,8,7,14,Low,Bronze,100
1265,42,Male,Trainer6,109985,5,10,5,High,Bronze,100
1266,50,Male,Trainer7,86474,2,3,11,Medium,Bronze,50.8
1267,64,Female,Trainer5,80977,8,2,8,Low,Silver,94.7
1268,57,Female,Trainer7,30822,6,7,18,Medium,Bronze,100
1269,60,Female,Trainer4,53715,6,10,12,High,Gold,100
1270,29,Female,Trainer3,30468,10,7,5,High,Silver,85.01
1271,61,Male,Trainer7,72951,4,5,18,Medium,Bronze,95.85
1272,53,Female,Trainer5,97798,1,9,20,High,Bronze,94.33
1273,65,Male,Trainer6,81818,9,7,16,High,Gold,100
